Group 1_12,Group 1_4,Group 1_6,Group 1_7,Group 2_20,Group 2_26,Group 2_28,Group 2_33,Group 3_42,Group 3_44,Group 3_46,Group 3_52,Group 4_57,Group 4_62,Group 4_67,Group 4_69,Proteins,Protein names,Gene names,ProteinAndSite
1.273453832,1.632233977,1.777830362,1.426970601,1.807039857,1.714529157,1.713495493,1.447454214,1.941140532,1.936289787,1.645250559,1.836760521,1.88884151,1.586099267,1.906229019,1.783328056,Q6PB70;A0A1L1SR96,Anoctamin-8,Ano8,Ano8_S1009
1.600042939,2.033918142,1.904973626,1.763442159,2.27574873,1.919180989,1.549591184,1.498554111,1.838462234,1.735489249,1.254073143,1.789055705,1.491818666,1.354236245,1.656392694,1.442971468,Q7TSH7;E9PYC0,Potassium voltage-gated channel subfamily F member 1,Kcnf1,Kcnf1_S472
1.546578884,1.79336834,1.687075019,1.192004204,1.654620528,1.357855678,2.019720793,1.744530916,1.996563315,2.00421834,1.371190786,1.936273932,1.699363708,1.854857445,1.632588387,1.719447255,E9PUR6;E9PYV1;P06537;P06537-5;P06537-3;P06537-4;P06537-2;E9Q310,Glucocorticoid receptor,Nr3c1,Nr3c1_T168
1.945550919,1.611155391,1.812997818,1.699169278,1.747843146,1.620520473,1.570955634,1.913207412,1.598958611,1.440110445,1.70866251,1.70293951,1.989972949,1.628693342,1.617665768,1.684625864,P52194,Calmegin,Clgn,Clgn_S580
2.192395449,1.774764061,1.980224848,2.247058392,1.019925594,2.231047392,1.054593205,2.042132378,0.977658927,1.04692626,2.03063798,0.832917988,1.703575969,1.679597974,1.572366118,1.562597871,A2ARP8;Q9QYR6;Q9QYR6-2,Microtubule-associated protein 1A;MAP1A heavy chain;MAP1 light chain LC2,Map1a,Map1a_S1434
1.85834527,1.750418901,1.807026148,1.771810055,1.784789205,1.66340661,1.489640474,1.723118544,1.754521966,1.82362926,1.641405463,1.468614221,1.776129723,1.455543041,1.831912875,1.712540388,Q5RJI5;D3Z5P0,Serine/threonine-protein kinase BRSK1,Brsk1,Brsk1_S527
1.254354954,2.044482231,1.905211449,1.57637167,2.004173279,1.678706169,1.644344449,1.192370057,1.952123165,2.138551235,1.636719465,1.682800412,1.617546082,1.266930223,1.869323134,1.588608384,Q6NZQ8;D3YVY0;Q6NZQ8-5;Q6NZQ8-3,E3 ubiquitin-protein ligase MARCH1,1-Mar,March1_S57
1.191605926,1.877522707,1.490636468,0.954076052,2.779610395,0.871266723,2.69244051,0.878668845,2.402395964,2.055965424,1.207965612,2.345792294,0.722401917,1.021269202,1.234957933,1.329550385,Q8BTI8;Q8BTI8-2;Q8BTI8-3,Serine/arginine repetitive matrix protein 2,Srrm2,Srrm2_T2350
1.789017916,1.482426286,1.557399869,1.441210151,1.688603163,1.621356487,1.79553926,1.925415754,1.753928304,1.665021777,1.75371027,1.497238398,1.878661513,1.87523818,1.810894489,1.745433927,Q8BZQ7;A2AI11,Anaphase-promoting complex subunit 2,Anapc2,Anapc2_T328
1.72260654,1.743793607,1.852766037,1.766967297,1.764824271,1.738453507,1.677887797,1.875595093,1.731534719,1.505874038,1.505581737,1.787632346,1.649590135,1.719182849,1.619236827,1.692009091,Q6ZPK7,Lateral signaling target protein 2 homolog,Zfyve28,Zfyve28_S417
1.613452435,1.651872158,1.592245817,1.662123919,1.952115893,1.758232117,1.861166239,1.665236592,1.854212999,1.719939113,1.593718648,1.723839283,1.647427678,1.694728017,1.641052961,1.739358664,B2RUR8,OTU domain-containing protein 7B,Otud7b,Otud7b_S449
1.979074359,1.703552485,1.798854351,2.143289566,1.863521695,1.881954908,1.677843809,1.556100965,1.579565167,1.512836218,1.705458403,1.268798947,1.452881455,1.583779216,1.711212873,1.641941905,P06837,Neuromodulin,Gap43,Gap43_S86
1.939920783,1.60525012,1.46121943,1.875485539,1.454602122,1.901466966,1.818000317,2.010578871,1.442205191,1.557804704,1.815891027,1.343210697,1.756910443,1.574965239,1.82609427,1.682172775,Q8C5H8;Q8C5H8-2;Q8C5H8-3,"NAD kinase 2, mitochondrial",Nadk2,Nadk2_S176
1.206476688,1.332427382,1.510475993,1.30817616,2.304723024,1.342407584,1.92297554,1.958232641,1.842655301,1.839723825,1.650937438,1.907292843,1.637293696,2.035287857,1.741080403,1.459166527,E9Q616,,Ahnak,Ahnak_S217
1.924866557,1.933975935,1.999777317,2.024815559,1.235544324,1.824460268,1.442661166,1.638984203,1.278752685,1.464849234,1.707713962,1.350182056,1.964976192,1.803626299,1.684191942,1.580095649,Q04735;Q04735-2,Cyclin-dependent kinase 16,Cdk16,Cdk16_S153
1.645102859,1.651577234,1.560675979,1.678936958,1.749953866,1.703933477,1.475025296,1.934533,1.73019886,1.720861077,1.80080843,1.703031063,1.660398245,1.835141301,1.616003156,1.817661881,Q3TLH4;A0A0A0MQ79;S4R2J9;Q3TLH4-5;S4R294;S4R2E2,Protein PRRC2C,Prrc2c,Prrc2c_S501
1.559181213,1.494363308,1.573806047,1.062021732,2.095448256,1.241044521,1.450178742,1.640052795,2.036122561,2.062387705,1.695244193,2.3240273,1.213528037,1.785965323,1.728949904,1.909278512,Q91YE8;E9Q1U2;D3YVV9;Q91YE8-2,Synaptopodin-2,Synpo2,Synpo2_S596
1.832207203,2.048456192,2.079381466,1.816720366,1.190847397,1.998510599,1.737596989,1.923928618,1.293181539,1.467467308,1.536498308,1.275523067,1.583973527,1.504177332,1.757519007,1.804549575,O54946;A0A0G2JER9;F6YRQ2;O54946-2,DnaJ homolog subfamily B member 6,Dnajb6,Dnajb6_S195
1.680702567,1.754936576,1.729476213,1.527238846,1.745729446,1.782196164,1.232878804,1.898994207,1.91574049,1.764095068,1.441782117,1.610525489,1.75511241,1.94941175,1.610100985,1.785935044,Q8BYR5-2;Q8BYR5;S4R1C6;Q8BYR5-3;E9Q835;Q8BYR5-4;E9Q5C0;A0A0M3HEP6;Q8BYR5-5;F6SH36,Calcium-dependent secretion activator 2,Cadps2,Cadps2_T1294
2.080824137,1.807430625,1.925096393,1.928421974,1.785460234,1.959408283,1.558336973,1.638333321,1.298308134,1.460492611,1.59973979,1.417545915,1.697013497,1.592404127,1.581973314,1.668358088,P08226;A0A1B0GX15;G3UWN5;G3UZM8,Apolipoprotein E,Apoe,Apoe_T140
1.74457252,1.983657956,1.867370605,1.982553601,1.438646793,1.573503613,2.051380634,1.920835376,1.537960172,1.627353787,1.657953143,1.593741417,1.416995764,1.553272963,1.587441206,1.462772608,P18572;K3W4Q8;P18572-2,Basigin,Bsg,Bsg_T374
1.719128132,1.527573943,1.511726499,1.417033195,1.623176098,1.79445982,1.843014479,1.885737062,1.805044293,1.696607471,1.628388405,1.628322244,1.666372895,1.950188994,1.825122237,1.639465809,P08228,Superoxide dismutase [Cu-Zn],Sod1,Sod1_T89
1.722723603,1.812678218,1.624296308,1.718110204,1.713551521,1.735367775,1.822847605,1.723425508,1.895931482,1.717565656,1.717997313,1.502874494,1.521786213,1.732797027,1.700736523,1.496895432,Q91YR1,Twinfilin-1,Twf1,Twf1_T349
1.965481281,1.723653078,1.63260591,1.939745188,1.111560702,1.918823123,1.553660035,1.84094131,1.418911934,1.516481638,1.894455194,1.266199589,1.637112021,1.835829616,1.763051987,1.797404528,Q9WV92;Q9WV92-3;Q9WV92-2;Q9WV92-4;Q9WV92-6;Q9WV92-5,"Band 4.1-like protein 3;Band 4.1-like protein 3, N-terminally processed",Epb41l3,Epb41l3_S470
1.558481574,1.660942912,1.722697854,1.722474098,1.943040252,1.692380309,1.739321113,1.767374396,1.956588745,1.67574811,1.551733613,1.804706812,1.472761273,1.703763843,1.661411881,1.590388656,P62761,Visinin-like protein 1,Vsnl1,Vsnl1_S177
1.721474051,1.822817087,1.904458046,1.822905183,1.635290265,1.668779969,1.933593869,1.713440061,1.668187261,1.451422334,1.603697419,1.779929996,1.687486053,1.684574008,1.732313633,1.24245584,Q8VDZ4;Q8VDZ4-2,Palmitoyltransferase ZDHHC5,Zdhhc5,Zdhhc5_S554
1.857101083,1.77858901,1.899052858,1.989108205,1.677701831,1.808591843,1.602258801,1.65447104,1.485396147,1.598120451,1.636677861,1.571104288,1.637974501,1.636088967,1.702050328,1.547098041,Q62261,"Spectrin beta chain, non-erythrocytic 1",Sptbn1,Sptbn1_T2194
1.950759411,1.151062846,1.054714561,1.748225093,0.798686147,1.484556675,0.859581709,1.731381655,1.239433885,1.809376955,2.01301837,1.712927461,2.12314868,1.880807519,2.398917675,2.063352346,Q8BRT1;E9Q8N5;Q08EB6;F7DCH5;A0A1L1SRY3;Q08EB5,CLIP-associating protein 2,Clasp2,Clasp2_S14
1.463198066,1.633130431,1.657722473,1.605934024,1.651825666,1.565798283,2.295816898,1.690347314,1.915058017,1.6415658,1.615674257,1.84233892,1.515476823,1.834873676,1.572412491,1.52514708,Q8K012;E9PUK3;E9PUI5;Q8K012-2;A0A0G2JFM9,Formin-binding protein 1-like,Fnbp1l,Fnbp1l_S501
1.647942305,1.7525419,1.672613144,1.736566186,1.527079821,1.570226073,1.548536181,1.698086023,1.610292673,1.787123203,1.711070895,1.868239999,1.716397405,1.787112594,1.781890869,1.772990942,B1AQY2;Q69ZH9;F8VQ11;D6RDB5,Rho GTPase-activating protein 23,Arhgap23,Arhgap23_S663
1.974918008,1.907155395,2.187889576,2.111724138,1.840367079,2.141772509,1.485937834,1.613381028,1.285633206,1.112225175,1.661468744,1.161722064,1.590788364,1.544924736,1.354900837,1.558056355,Q8VEK3;Q8VEK3-2,Heterogeneous nuclear ribonucleoprotein U,Hnrnpu,Hnrnpu_S58
1.829962254,1.725455523,1.659839034,1.689707756,1.650254369,1.738899708,1.774979949,1.648527265,1.680465698,1.76187861,1.659098744,1.669232011,1.627179503,1.69253397,1.627779841,1.7525599,F8VPU2,"FERM, RhoGEF and pleckstrin domain-containing protein 1",Farp1,Farp1_S875
1.568811059,2.219230652,2.06522131,1.641447067,1.608331561,1.505824327,2.356069088,0.631061137,1.644136429,1.541049361,1.660365939,1.45433116,1.836890936,1.379529595,1.554600596,1.784563422,P97868;P97868-2,E3 ubiquitin-protein ligase RBBP6,Rbbp6,Rbbp6_S1535
1.724868894,1.499475718,1.657110453,1.675773501,1.786265254,1.739102364,1.621586561,1.833893299,1.654668212,1.561632395,1.73454833,1.766417027,1.527676344,1.924101949,1.692743778,1.761557341,A0A140LHQ9;Q70IV5;Q70IV5-2,Synemin,Synm,Synm_S338
1.65237534,1.688188434,1.63030529,1.554826736,1.708511233,1.665071845,1.617019057,1.761750817,1.917407274,1.742942572,1.785753727,1.630152464,1.715236425,1.585599303,1.699039698,1.835123301,P52479;P52479-2,Ubiquitin carboxyl-terminal hydrolase 10,Usp10,Usp10_S712
1.776737571,1.612454891,1.614047527,1.696460485,1.638562918,1.572093368,1.689506888,1.78049612,1.664492249,1.688641071,1.767508864,1.746884227,1.582370758,1.809206009,1.792552352,1.724796772,Q99J45;D3YUV1,Nuclear receptor-binding protein,Nrbp1,Nrbp1_T433
1.848218799,1.572197556,1.690299869,1.742307901,1.477655411,2.109269619,1.471284986,1.965960264,1.349102736,1.483646274,1.783504605,1.48839736,1.742927432,1.713243008,1.776309371,1.6609025,P19973;A2A6J4;A2A6J7;P19973-2,Lymphocyte-specific protein 1,Lsp1,Lsp1_S243
1.700935125,1.596521497,1.467569947,1.639183402,1.791665316,1.567260623,1.854895353,1.718023539,1.727307796,1.705240488,1.810377836,1.715742469,1.569295049,1.670366049,1.749876499,1.828483582,Q9EST3;Q9EST3-2;A8Y5K6,Eukaryotic translation initiation factor 4E transporter,Eif4enif1,Eif4enif1_S563
1.286663651,1.88875556,2.163997173,1.402350307,2.008242607,0.805110514,2.120584726,1.533576965,1.873701692,1.766520739,1.446813107,1.772142887,1.485325933,1.566465616,1.781650424,1.799171567,Q80XC3;Q80XC3-2,USP6 N-terminal-like protein,Usp6nl,Usp6nl_S405
1.771916866,1.770773768,1.638866663,1.745686412,1.852545977,1.587981939,1.623682857,1.716835022,1.598911166,1.735663056,1.749106884,1.525667787,1.680497289,1.690251946,1.757437468,1.617346048,E0CZ78;P48453;P48453-2;G3X8U7;E9Q6P2;P63328;P63328-2,Serine/threonine-protein phosphatase;Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform;Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform,Ppp3cb;Ppp3ca,Ppp3cb_S116
1.66819036,1.438997149,1.755923867,1.538649082,1.4396137,1.513476491,1.878214836,1.874647975,1.640195847,1.796857119,1.736022472,1.896448135,1.719059587,1.709200025,1.789047122,1.627785563,Q8CI75-2;Q8CI75,DIS3-like exonuclease 2,Dis3l2,Dis3l2_S186
1.66591835,1.676184297,1.660731792,1.723885536,1.658533812,1.689781785,1.693026543,1.699067235,1.685009718,1.685406208,1.777602315,1.656574726,1.624296188,1.741639137,1.732355118,1.713549733,Q99KG3;Q99KG3-3,RNA-binding protein 10,Rbm10,Rbm10_S89
2.100724697,1.502328992,1.672613144,2.072695255,1.587494493,1.788478136,0.84723258,1.676828146,1.240342259,1.603652835,1.874480844,1.345205784,1.786893129,1.780413985,1.662500858,1.969182014,Q80TB8,Synaptic vesicle membrane protein VAT-1 homolog-like,Vat1l,Vat1l_S394
1.780867696,1.600368738,1.608506203,1.822114587,1.671615005,1.842837334,1.370034695,1.69303596,1.65739131,1.617062092,1.754169703,1.703214049,1.685160279,1.762424588,1.627200007,1.797041893,P62259;F6WA09,14-3-3 protein epsilon,Ywhae,Ywhae_Y131
1.496774912,1.66495645,1.525926471,1.280656099,2.147473574,1.204572916,2.18969965,1.565130353,2.086259127,1.960839152,1.590891719,1.977377534,1.373014808,1.50258863,1.544005513,1.589184642,Q61464;A0A0N4SV80;E9QML5;Q61464-4;A0A0N4SV38;A0A0N4SVI8;E9QKZ7;Q61464-7;Q61464-2;Q61464-5;Q3TZK9;A0A0N4SVM8,Zinc finger protein 638,Znf638;Zfml,Znf638_S606
1.549046516,1.549085975,1.63843739,1.695926547,1.654375434,1.682379365,1.537508607,1.885580301,1.570540428,1.667756319,1.754284739,1.967353821,1.762041092,1.72356987,1.738150358,1.645824552,Q8R550;Q8R550-2;Q8R550-3;E9Q0C1;Q8R550-8;B1AZ85,SH3 domain-containing kinase-binding protein 1,Sh3kbp1,Sh3kbp1_S274
1.71971488,1.530967832,2.119578123,1.884167671,1.227136731,1.972985744,0.980290473,1.846345782,1.188383698,1.415373921,2.062959194,1.355723262,1.706694722,1.658526301,1.764634609,1.975727081,Q91W39;B7ZC23,Nuclear receptor coactivator 5,Ncoa5,Ncoa5_S378
1.749370575,1.69024086,1.730058312,1.783304572,1.819196343,1.691919684,1.463266253,1.732209682,1.649434686,1.63044095,1.639665365,1.590578556,1.64711225,1.846646667,1.628938913,1.683743238,P16460,Argininosuccinate synthase,Ass1,Ass1_S219
1.470515609,1.494175315,1.703492403,1.488286495,1.71289289,1.293278813,1.873205662,1.49074614,1.824638724,1.82775116,1.60942328,2.220543623,1.661827207,1.837396383,1.74272871,1.601907134,A0A087WNU5;S4R2K9,,Ank3,Ank3_S571
1.284338117,1.618891478,1.483165622,1.353428602,1.483237386,1.265231967,1.851438522,1.816367745,1.783560634,1.9015522,1.769063354,2.266540289,1.663299441,1.627810359,1.901182771,1.669299722,Q3UYC0;Q3UYC0-2,Protein phosphatase 1H,Ppm1h,Ppm1h_T223
1.915573597,1.638157845,1.788531065,1.810015321,1.844495296,1.752258658,1.098047376,1.578472376,1.398983359,1.512886882,1.860357404,1.611939907,1.761832952,1.770447612,1.631610155,1.808378816,F8VQC1;E9Q740,Signal recognition particle subunit SRP72,Srp72,Srp72_S625
1.983707309,2.573109865,2.413347244,2.261430264,1.601029634,1.230066895,0.762088478,0.904881895,0.911830723,1.619888902,1.350775838,1.32042253,1.94086349,1.563421249,1.022088051,1.849449277,Q9Z2D6-2;Q9Z2D6,Methyl-CpG-binding protein 2,Mecp2,Mecp2_S438
1.245959878,1.248832941,1.325176835,1.001729846,2.017604113,1.124526858,1.975516915,1.51672852,2.192863941,2.253841639,1.512026548,2.363184929,1.430053353,1.700450182,1.604673266,1.78406024,Q61301-2;Q61301;Q61301-3;E0CXB9,Catenin alpha-2,Ctnna2,Ctnna2_S853
1.489314318,1.796267867,2.064475775,1.927757144,1.346197367,1.991788745,1.63248992,1.436050653,1.637669921,1.623086214,1.785641432,1.196333647,1.525568604,1.465263605,1.993681073,1.705213547,Q7TNS5,,B630019K06Rik,B630019K06Rik_T37
1.246394277,1.674982429,1.417745233,1.447228193,2.227367401,1.582388997,2.079906702,1.047009587,1.93894136,1.821379423,1.480760336,1.993107557,1.578025341,1.688813567,1.694788694,1.714318275,Q8CFC7;Q8CFC7-2;Q8CFC7-3,CLK4-associating serine/arginine rich protein,Clasrp,Clasrp_S495
1.607122898,1.734753132,1.691082001,1.738123536,1.93821919,1.704722524,1.587999701,1.602077007,1.56126523,1.669849515,1.661223769,1.798723698,1.410794377,1.818406105,1.698317885,1.714990497,P23708;F6TWX0;F7DFJ2;A0A0R4J1Y8;E0CYF3;Q9DBV7;P23708-2,Nuclear transcription factor Y subunit alpha,Nfya,Nfya_S325
1.878352404,2.136263609,2.153020144,2.072252035,1.512072802,2.185033321,1.143791795,1.196291924,1.503215313,1.445272803,1.629181862,0.883382559,1.905826211,1,1.872939825,1.385506868,Q921C1,Gap junction gamma-3 protein,Gjc3,Gjc3_S249
1.737519622,1.525184035,1.700708151,1.611957431,1.627824426,1.774384141,1.560574532,1.619942188,1.659882903,1.720992804,1.734082699,1.739987016,1.737558603,1.75775063,1.74285233,1.665926933,Q8BI84;Q8BI84-3;J3KMH5;J3KMG3,Melanoma inhibitory activity protein 3,Mia3,Mia3_S1705
1.610375643,1.276310563,1.274817467,1.671014905,1.682946563,1.623422384,1.543682933,1.725134015,1.615202904,1.598789215,1.93193531,1.733370543,2.205986977,1.724065542,1.580361128,1.894478083,P27546-2;P27546;P27546-3,Microtubule-associated protein 4,Map4,Map4_S254
1.413281083,1.545915723,1.450337172,1.473643541,1.726564765,1.66541338,1.895252824,1.510695696,1.714944005,1.710775495,1.714853168,2.023988724,1.605900645,1.768806577,1.735379815,1.893417954,Q7TN74;H3BL28;H3BJD6;H3BKQ7;H3BJD0;Q3UXW4;H3BKE7;Q8BMP0,,Ppp1r9a,Ppp1r9a_T201
1.534666181,1.753837943,1.606654286,1.429048777,1.83808279,1.599594593,1.68523705,1.707646012,1.862496376,1.839481354,1.670626163,1.676941037,1.726888776,1.578259587,1.694618344,1.70936358,A0A0A6YWM5;E9QKE4;Q8BMG7,Rab3 GTPase-activating protein non-catalytic subunit,Rab3gap2,Rab3gap2_S567
1.584189296,1.591742158,1.611522555,1.711539745,1.636133909,1.58270514,1.443590045,1.657227397,1.741535068,1.761067867,1.782115817,1.732115149,1.90782249,1.738247991,1.726786256,1.663789988,O08648;O08648-2,Mitogen-activated protein kinase kinase kinase 4,Map3k4,Map3k4_S1241
1.542736769,1.518915415,2.197505236,0.860311329,1.344011903,1.085710406,2.036304712,1.941823244,1.569528937,2.078062057,1.083430648,2.503951788,1.209014416,1.855008364,1.082753062,2.044950247,D3Z6H3;Q9WUB4;D3Z4E5,Dynactin subunit 6,Dctn6,Dctn6_T181
1.643660307,1.517945051,1.442981958,1.686154008,1.647057414,1.624695659,1.621084929,1.752328873,1.711498141,1.705728292,1.752215862,1.657803059,1.757787704,1.720094442,1.85014689,1.782320619,Q80V94,AP-4 complex subunit epsilon-1,Ap4e1,Ap4e1_S962
1.752624035,1.567693949,1.490583658,1.570421815,1.587802529,1.53044188,1.660325885,1.781885982,1.800534844,1.621159315,1.651266336,1.813635349,1.573571801,1.844748139,1.785253525,1.829104424,Q9Z101;A0A1D5RLU4;D3Z2R1;Q9Z101-3;Q9Z101-2,Partitioning defective 6 homolog alpha,Pard6a,Pard6a_S278
1.722840786,1.888040423,1.834144115,1.655799866,1.593435049,1.626274824,1.940593123,1.816655517,1.724324107,1.588387251,1.598716617,1.480890393,1.612243295,1.594981432,1.563627362,1.55725348,Q91XU0;Q91XU0-2,ATPase WRNIP1,Wrnip1,Wrnip1_S75
1.614462614,1.561742187,1.259577513,1.358577847,2.084945202,1.317427993,1.527175307,1.812416673,1.880748391,1.87158215,1.623408318,2.029327393,1.544768214,1.77296555,1.617935181,1.837726712,Q6A065;H7BX26;A0A0A6YXK7,Centrosomal protein of 170 kDa,Cep170,Cep170_S922
1.543179035,1.737733245,1.744046926,1.677855492,1.75544548,1.710606217,1.651642919,1.631948709,1.447668672,1.930342913,1.703794003,1.824192762,1.373723388,1.808387876,1.672220111,1.602737427,D3YWN7;O88735-2;A0A1L1SVB6;E9QMU3;O88735,Ensconsin,Map7,Map7_S209
1.457486033,1.719116449,1.578288913,1.648811102,1.814994812,1.189995289,1.912501931,1.540809035,1.884200931,1.802798986,1.708702087,1.776541948,1.750124812,1.581181765,1.864486694,1.498402119,Q6I6G8,E3 ubiquitin-protein ligase HECW2,Hecw2,Hecw2_S443
1.734580159,1.501581192,1.553205729,1.515737653,1.731077909,1.781841993,1.535477042,1.883659482,1.62687397,1.701375365,1.632893085,1.721537113,1.693262577,1.785450816,1.611545086,1.832515359,Q3THK7,GMP synthase [glutamine-hydrolyzing],Gmps,Gmps_T331
1.697284818,1.551481605,1.411561966,1.468601108,1.670113564,1.731052756,1.245954156,1.706981182,1.675593615,1.79773128,1.794827819,2.06501627,1.634885311,1.699021935,1.668496251,1.906507015,B1AQX7;B1AQX6;Q9QWI6-3;B1AQX9;Q9QWI6-2,,Srcin1,Srcin1_T916
1.614715099,1.971219659,1.436302423,1.735527039,1.903684497,1.568675637,1.518042088,1.613097072,1.906041741,1.784353971,1.602719665,1.810367823,1.626584888,1.329034686,1.623984218,1.690984488,Q91XW9,,Pcdhgc5,Pcdhgc5_S745
1.662218809,1.539645553,1.51910305,1.597687483,1.572743177,1.745614767,1.604890943,1.662998557,1.450445056,1.664245963,1.92582953,1.615104914,1.794485807,1.898083806,1.719271779,1.763925672,Q80TY0;A2AQ42;A2AQ45;A2AQ41;A2AQ43;A2AQ44;Q80TY0-2;Q80TY0-4;Q80TY0-5;A0A0A6YWT1;Q80TY0-3,Formin-binding protein 1,Fnbp1,Fnbp1_S296
1.464132309,1.690364003,1.700479865,1.71827209,1.523436546,1.597404957,1.561478257,1.880321145,1.676891446,1.853120446,1.648838282,1.851492524,1.812973142,1.385601521,1.633476973,1.796497583,G3X8R0,Receptor expression-enhancing protein,Reep5,Reep5_S189
1.775835037,1.891576767,1.67065537,1.971868157,1.967931271,1.727338076,1.513379812,1.745955825,1.673263669,1.447396398,1.59765017,1.413580418,1.522425413,1.501721382,1.661890984,1.56483674,Q9QYB8;Q9QYB8-3,Beta-adducin,Add2,Add2_S623
1.302263379,1.665540695,1.295596123,1.376738787,1.464750767,1.418146849,2.260523796,1.700314879,1.901990771,1.936781287,1.611073136,1.94214046,1.514686108,1.855913639,1.582019448,1.655660748,P97379;P97379-2,Ras GTPase-activating protein-binding protein 2,G3bp2,G3bp2_S141
2.189404488,1.683332682,1.728759408,2.207970142,0.517038584,1.73496139,1.052497387,1.708177805,0.753886044,1.185295224,1.878842115,0.918017268,2.222241163,1.56212759,2.087203264,1.768095493,Q80TL7;Q80TL7-2;B9EKJ3,Protein MON2 homolog,Mon2,Mon2_S1213
1.638165951,1.518915415,1.551382899,1.578958869,1.506438494,1.714240432,1.546471953,1.618198633,1.59928906,1.746309876,1.883015156,1.762777448,1.783820152,1.595071793,1.750613928,1.937526822,Q9QYE3;Q5STS9;Q9QYE3-10;Q9QYE3-16,B-cell lymphoma/leukemia 11A,Bcl11a,Bcl11a_S328
1.347417116,1.508716583,1.353000879,1.383949876,1.795446634,1.465864301,1.888939142,1.610539556,1.892468572,1.790221691,1.645415545,2.199678183,1.493424535,1.784024835,1.621925831,1.835079312,P58871;Z4YJL4,182 kDa tankyrase-1-binding protein,Tnks1bp1,Tnks1bp1_S713
1.708326697,1.71875453,1.586965919,1.800147533,1.775719762,1.563006997,1.56109786,1.444319248,1.666521192,1.586654305,1.73865664,1.675122619,1.737728,1.761780739,1.608203769,1.808468699,Q8BG18,N-terminal EF-hand calcium-binding protein 1,Necab1,Necab1_S14
1.489314318,1.728255033,1.594608068,1.601816773,1.889352679,1.421384454,1.826254845,1.450370431,1.810599923,1.786745906,1.563230395,1.892320156,1.54539752,1.723156452,1.635740757,1.793864131,Q9ESN6;Q3UHH4;E9QKC6,Tripartite motif-containing protein 2,Trim2,Trim2_S443
1.460157633,1.276638389,1.321378469,1.352333903,1.629071474,1.527017832,2.070883751,1.976629019,1.860567808,1.671893954,1.762187958,1.607937217,1.604089856,2.06132102,1.743140459,1.55006063,Q63ZW7;Q63ZW7-4;Q63ZW7-3;Q63ZW7-2,InaD-like protein,Inadl,Inadl_S1400
1.754496217,1.671578884,1.690483928,1.705959439,1.619918346,1.788987398,1.712553859,1.680581331,1.632235885,1.601461649,1.67050457,1.52577126,1.695531726,1.671394706,1.703235984,1.598893046,E9QLA5;Q0GNC1;Q0GNC1-3;A0A1Y7VM80,Inverted formin-2,Inf2,Inf2_S1172
1.562936187,1.391749978,1.383148074,1.415836096,1.554745436,1.346085429,1.722708344,1.942388296,1.839381695,1.574756265,1.890245676,1.819092631,1.532859445,1.845469832,1.83774662,1.926666856,Q8BRM2;Q8BRM2-2,RAB6-interacting golgin,Gorab,Gorab_S335
1.575224161,1.715331912,1.593624353,1.671600103,1.688268185,1.671798944,1.603921771,1.675831795,1.562476158,1.526911378,1.84817636,1.585920691,1.632290959,1.7662009,1.814503789,1.773958921,Q9CWZ3;A0A0G2JFX7,RNA-binding protein 8A,Rbm8a,Rbm8a_S42
1.688438058,1.693437099,1.661999464,1.670387626,1.682898641,1.829114676,1.387035489,1.726621985,1.607995272,1.663880706,1.780011296,1.643328786,1.55441761,1.583141804,1.600452662,1.935056448,Q9CR00;A0A0G2JGN6,26S proteasome non-ATPase regulatory subunit 9,Psmd9,Psmd9_S128
1.577427387,1.532661796,1.632222772,1.71827209,1.689177155,1.695308566,1.513429046,1.729680538,1.698248625,1.628430247,1.727935195,1.778150082,1.682258725,1.50658083,1.810658813,1.823639393,Q6PDK2;A0A0A0MQ73,Histone-lysine N-methyltransferase 2D;Histone-lysine N-methyltransferase,Kmt2d,Kmt2d_S1562
1.59386754,1.68728435,1.582807541,1.544822454,1.752153039,1.697605252,1.915071845,1.725746989,1.739780426,1.737052441,1.659589529,1.939501524,1.399703145,1.690970898,1.4375664,1.572168469,P46938;G3UYA6;G3UY62;G3UYV4;P46938-2;G3UYW7,Transcriptional coactivator YAP1,Yap1,Yap1_S149
1.639613867,1.562011242,1.798171282,1.61981976,1.891016841,1.551787257,1.69432807,1.625207305,1.77748251,1.640637994,1.759253144,1.566634655,1.675907612,1.688940406,1.75857842,1.442101955,Q64133,Amine oxidase [flavin-containing] A,Maoa,Maoa_S388
1.65593648,1.616605163,1.593968749,1.762696862,1.759960413,1.730033159,1.69115901,1.719914317,1.838462234,1.611201882,1.604929328,1.732429147,1.585715532,1.604123354,1.593527794,1.628703117,Q9CU65;Q3U2E2,Zinc finger MYM-type protein 2;Zinc finger MYM-type protein 5,Zmym2;Zmym5,Zmym2_S305
1.916085839,1.32547152,1.577244282,1.595221996,1.669725895,1.873115182,1.568686724,1.770856977,1.616183162,1.477944613,1.731401086,1.529543757,1.66209507,1.746528149,1.791915536,1.752419591,Q5SVJ1;Q68EG2;Q5SVI1,,Camk2b,Camk2b_S358
